FECHA,VARIABLE,CAMOTAN,CATARINA,CHAMPERICO FEGUA,COBAN,EL CAPITAN,ESQUIPULAS,FLORES AEROPUERTO,LA AURORA,LA CEIBITA,LA FRAGUA,LABOR OVALLE,LOS ALTOS,MAZATENANGO,MONTUFAR,PANZÓS PHC ALTAVERAPAZ,PUERTO BARRIOS PHC,RETALHULEU AEROPUERTO,SACAPULAS,SAN MARCOS PHC,SANTA CRUZ BALANYÁ,TODOS SANTOS,INSIVUMEH,ALAMEDA ICTA,ASUNCION MITA,CHINIQUE,EL TABLON,HUEHUETENANGO,LA UNION,LAS VEGAS PHC,NEBAJ,POPTUN,QUEZADA,SABANA GRANDE,SAN AGUSTIN ACASAGUASTLAN,SAN JERONIMO,SAN JOSE AEROPUERTO,SAN PEDRO NECTA,SANTA MARIA CAHABON,SANTIAGO ATITLAN,SUIZA CONTENTA,TECUN UMAN,CHIXOY PCH,CUBULCO,LOS ALBORES,LOS ESCLAVOS,PASABIEN,POTRERO CARRILLO,SAN MARTIN JILOTEPEQUE,AMATITLAN,ANTIGUA GUATEMALA,CONCEPCION,IXCHIGUAN,JALAPA,LA REFORMA,LAS NUBES,LO DE COY,MARISCOS,MORALES MET,NENTON,NUEVA CONCEPCION,PACHUTÉ,PLAYA GRANDE IXCAN,SAN JOSE PINULA,SAN PEDRO AYAMPUC,SANTA CRUZ DEL QUICHE,SANTA MARGARITA,TOTONICAPAN
2022-02-05,NUBOSIDAD,7.0,0.0,1.0,8.0,3,8.0,8.0,4.0,-99.9,4,6.0,6.0,-99.9,2,-99.9,8.0,2,8.0,8.0,7.0,8.0,5.0,7,3.0,3.0,-99.9,5.0,6.0,-99.9,8.0,8.0,4,1,6.0,7.0,1.0,8.0,8,2,-99.9,1,8.0,7.0,-99.9,7.0,-99.9,7.0,8.0,4.0,7.0,4.0,8.0,5.0,4.0,-99.9,1.0,8.0,8.0,-99.9,-99.9,-99.9,-99.9,4.0,-99.9,-99.9,2.0,-99.9
2022-02-06,TSUELO,-99.9,-99.9,-99.9,21.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,21.4,-99.9,-99.9,22.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,0.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-07,TSUELO,-99.9,-99.9,-99.9,21.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,22.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,0.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-08,NUBOSIDAD,8.0,4.0,4.0,8.0,7,8.0,7.0,7.0,-99.9,6,5.0,6.0,-99.9,1,-99.9,6.0,5,6.0,5.0,6.0,8.0,4.0,7,3.0,5.0,-99.9,7.0,7.0,-99.9,7.0,6.0,5,6,5.0,-99.9,3.0,8.0,7,5,-99.9,-99.9,8.0,7.0,-99.9,8.0,-99.9,8.0,5.0,2.3,7.0,7.0,8.0,5.0,7.0,-99.9,1.0,8.0,6.0,-99.9,-99.9,-99.9,-99.9,7.0,-99.9,-99.9,5.0,-99.9
2022-02-09,EVA. PICHE,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,1.0,2.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,1.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,1.5,-99.9,-99.9,-99.9,-99.9,-99.9,2.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-10,TSUELO,-99.9,-99.9,-99.9,21.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,22.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-11,NUBOSIDAD,5.0,2.0,4.0,6.0,4,6.0,5.0,4.0,-99.9,2,5.0,5.0,-99.9,0,4.0,6.0,4,6.0,8.0,3.0,4.0,4.0,3,1.0,0.0,-99.9,6.0,125.0,-99.9,7.0,5.0,4,4,3.0,-99.9,2.0,4.0,8,4,5.0,-99.9,6.0,2.0,5.0,7.0,-99.9,6.0,1.0,3.0,7.0,5.0,4.0,5.0,5.0,-99.9,3.0,7.0,6.0,-99.9,-99.9,-99.9,6.0,5.0,-99.9,-99.9,5.0,-99.9
2022-02-12,NUBOSIDAD,3.0,3.0,-99.9,5.0,2,6.0,4.0,4.0,-99.9,1,8.0,6.0,-99.9,0,6.0,3.0,2,3.0,5.0,5.0,4.0,1.0,5,1.0,7.0,-99.9,4.0,5.0,-99.9,4.0,3.0,3,3,2.0,-99.9,1.0,2.0,5,2,5.0,-99.9,6.0,2.0,4.0,5.0,-99.9,5.0,4.0,3.0,8.0,5.0,3.0,5.0,5.0,-99.9,2.0,5.0,2.0,-99.9,-99.9,-99.9,6.0,5.0,-99.9,-99.9,5.0,-99.9
2022-02-13,PRESION ATM.,-99.9,-99.9,-99.9,655.1,-99.9,668.3,753.7,639.9,-99.9,742.5,-99.9,580.6,-99.9,-99.9,-99.9,760.5,684.6,777.5,-99.9,-99.9,-99.9,640.0,-99.9,-99.9,-99.9,-99.9,613.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,758.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-14,TSUELO,-99.9,-99.9,21.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,20.2,-99.9,-99.9,22.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-15,NUBOSIDAD,6.0,4.0,-99.9,-99.9,3,8.0,7.0,4.0,-99.9,4,2.0,2.0,-99.9,0,8.0,8.0,-99.9,7.0,5.0,5.0,3.0,3.0,6,1.0,8.0,-99.9,4.0,7.0,-99.9,3.0,8.0,3,2,3.0,-99.9,1.0,5.0,8,2,7.0,1,8.0,8.0,7.0,5.0,-99.9,4.0,7.0,3.0,7.0,2.0,7.0,5.0,5.0,-99.9,3.0,8.0,8.0,-99.9,-99.9,-99.9,8.0,2.0,-99.9,-99.9,3.0,-99.9
2022-02-16,PRESION ATM.,-99.9,-99.9,-99.9,654.8,-99.9,683.7,752.8,640.3,-99.9,743.8,-99.9,-99.9,-99.9,-99.9,-99.9,761.8,742.8,776.8,-99.9,-99.9,-99.9,640.0,-99.9,-99.9,-99.9,-99.9,612.0,0.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,760.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-17,TSUELO,-99.9,-99.9,-99.9,21.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.0,22.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-18,NUBOSIDAD,6.0,1.0,-99.9,5.0,3,5.0,4.0,4.0,-99.9,4,4.0,2.0,6.0,0,5.0,3.0,2,3.0,2.0,6.0,3.0,5.0,3,2.0,3.0,5.0,1.0,6.0,7.0,2.0,5.0,3,4,5.0,-99.9,0.0,5.0,7,2,4.0,2,6.0,2.0,5.0,4.0,4.0,3.0,6.0,3.0,7.0,5.0,3.0,5.0,5.0,-99.9,1.0,6.0,3.0,-99.9,-99.9,-99.9,3.0,4.0,7.0,6.0,4.0,3.0
2022-02-19,TSUELO,-99.9,-99.9,-99.9,21.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,20.2,-99.9,-99.9,22.5,-99.9,-99.9,-99.9,18.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-20,TSUELO,-99.9,-99.9,-99.9,20.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.0,22.7,-99.9,-99.9,-99.9,18.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-21,TSUELO,-99.9,-99.9,-99.9,20.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.4,-99.9,-99.9,22.6,-99.9,-99.9,-99.9,18.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-22,NUBOSIDAD,3.0,2.0,1.0,3.0,1,5.0,2.0,3.0,-99.9,3,0.0,0.0,5.0,0,5.0,3.0,2,0.0,3.0,7.0,0.0,2.0,2,2.0,3.0,0.0,0.0,7.0,7.0,1.0,1.0,2,3,3.0,-99.9,0.0,0.0,5,2,4.0,1,8.0,1.0,4.0,5.0,3.0,5.0,3.0,3.0,6.0,3.0,3.0,4.0,6.0,-99.9,1.0,6.0,2.0,-99.9,-99.9,-99.9,3.0,2.0,4.0,2.0,2.0,0.0
2022-02-23,PRESION ATM.,-99.9,-99.9,756.2,653.9,-99.9,682.5,751.8,639.0,-99.9,741.4,-99.9,579.7,-99.9,-99.9,-99.9,759.9,742.3,775.5,-99.9,-99.9,-99.9,448.0,-99.9,-99.9,-99.9,-99.9,612.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,759.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-24,TSUELO,-99.9,-99.9,-99.9,20.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.4,-99.9,-99.9,22.6,-99.9,-99.9,-99.9,18.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-25,NUBOSIDAD,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,2.0,5,2.0,5.0,2.0,1.0,7.0,8.0,5.0,2.0,3,4,3.0,-99.9,1.0,4.0,8,3,7.0,1,8.0,7.0,5.0,4.0,5.0,7.0,5.0,4.0,8.0,5.0,7.0,6.0,5.0,-99.9,0.0,8.0,4.0,-99.9,-99.9,-99.9,4.0,3.0,7.0,4.0,3.0,2.0
2022-02-26,PRESION ATM.,-99.9,-99.9,757.1,655.5,-99.9,684.4,754.3,641.0,-99.9,744.1,-99.9,580.7,-99.9,-99.9,-99.9,762.0,742.9,777.6,-99.9,-99.9,-99.9,641.0,-99.9,-99.9,-99.9,-99.9,613.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,760.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-27,TSUELO,-99.9,-99.9,-99.9,21.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.2,-99.9,-99.9,22.6,-99.9,-99.9,-99.9,18.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,0.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-02-28,NUBOSIDAD,8.0,2.0,2.0,8.0,4,7.0,7.0,7.0,-99.9,6,4.0,7.0,2.0,2,7.0,8.0,2,7.0,-99.9,-99.9,-99.9,6.0,8,3.0,8.0,2.0,4.0,7.0,8.0,8.0,8.0,5,4,5.0,-99.9,1.0,5.0,8,3,6.0,1,8.0,6.0,7.0,8.0,8.0,6.0,7.0,4.0,7.0,6.0,2.0,7.0,6.0,-99.9,1.0,8.0,8.0,-99.9,-99.9,-99.9,8.0,4.0,8.0,8.0,2.0,1.0
2022-03-01,PRESION ATM.,-99.9,-99.9,756.6,654.9,-99.9,683.7,753.9,640.2,-99.9,743.4,-99.9,579.7,-99.9,-99.9,-99.9,761.5,742.5,776.8,-99.9,-99.9,-99.9,640.0,-99.9,-99.9,-99.9,-99.9,612.0,-99.9,-99.9,-99.9,-99.9,0,-99.9,-99.9,-100.0,759.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-02,TSUELO,-99.9,-99.9,-99.9,20.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.2,-99.9,-99.9,22.8,-99.9,-99.9,-99.9,18.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-03,NUBOSIDAD,6.0,3.0,2.0,7.0,2,7.0,4.0,4.0,-99.9,7,4.0,1.0,5.0,0,8.0,7.0,4,3.0,3.0,7.0,6.0,4.0,5,2.0,2.0,2.0,3.0,8.0,8.0,5.0,7.0,2,4,3.0,6.0,2.0,2.0,8,3,7.0,1,7.0,5.0,7.0,5.0,6.0,7.0,7.0,3.0,7.0,4.0,5.0,7.0,4.0,-99.9,3.0,8.0,8.0,-99.9,-99.9,-99.9,6.0,3.0,5.0,4.0,2.0,1.0
2022-03-04,TSUELO,-99.9,-99.9,-99.9,20.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.4,-99.9,-99.9,22.8,-99.9,-99.9,-99.9,18.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-05,TSUELO,-99.9,-99.9,-99.9,20.9,-99.9,-99.9,-99.9,640.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.4,-99.9,-99.9,22.8,-99.9,-99.9,-99.9,18.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-06,TSUELO,-99.9,-99.9,-99.9,20.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.0,-99.9,-99.9,22.9,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-07,NUBOSIDAD,2.0,1.0,1.0,3.0,4,5.0,3.0,4.0,-99.9,0,1.0,2.0,5.0,1,3.0,3.0,3,2.0,0.0,5.0,3.0,4.0,5,3.0,1.0,4.0,2.0,4.0,6.0,1.0,3.0,4,5,1.0,1.0,2.0,3.0,5,2,7.0,0,6.0,1.0,4.0,5.0,1.0,4.0,2.0,3.0,8.0,7.0,5.0,5.0,4.0,-99.9,3.0,6.0,2.0,-99.9,-99.9,-99.9,4.0,6.0,4.0,1.0,4.0,2.0
2022-03-08,TSUELO,-99.9,-99.9,-99.9,20.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.0,-99.9,-99.9,22.9,-99.9,-99.9,-99.9,18.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-09,NUBOSIDAD,3.0,6.0,5.0,1.0,6,6.0,2.0,5.0,-99.9,5,7.0,8.0,8.0,0,5.0,2.0,7,3.0,0.0,6.0,6.0,7.0,7,5.0,3.0,8.0,7.0,6.0,4.0,4.0,0.0,7,8,6.0,5.0,5.0,5.0,6,6,6.0,6,6.0,3.0,6.0,7.0,4.0,6.0,6.0,4.0,8.0,7.0,8.0,5.0,8.0,-99.9,3.0,6.0,1.0,-99.9,-99.9,-99.9,5.0,5.0,5.0,4.0,7.0,6.0
2022-03-10,NUBOSIDAD,2.0,8.0,6.0,3.0,7,5.0,3.0,5.0,-99.9,1,5.0,4.0,8.0,1,5.0,2.0,7,2.0,4.0,5.0,5.0,4.0,5,4.0,4.0,5.0,5.0,3.0,5.0,3.0,1.0,6,6,1.0,4.0,3.0,6.0,5,7,5.0,7,5.7,2.0,5.3,7.3,1.3,2.3,4.0,3.7,7.7,7.7,8.0,3.7,8.0,-99.9,4.7,6.0,1.3,-99.9,-99.9,-99.9,5.0,4.0,5.3,6.0,6.0,2.0
2022-03-11,PRESION ATM.,-99.9,-99.9,756.1,651.9,-99.9,681.2,748.1,638.6,-99.9,739.7,-99.9,579.1,-99.9,-99.9,-99.9,756.4,742.1,773.1,-99.9,-99.9,-99.9,639.0,-99.9,-99.9,-99.9,-99.9,611.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,759.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-12,TSUELO,-99.9,-99.9,-99.9,20.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,21.4,-99.9,-99.9,22.5,-99.9,-99.9,-99.9,18.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.6,-99.9,-99.9,0.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-13,NUBOSIDAD,8.0,5.0,4.0,8.0,4,7.0,8.0,7.0,-99.9,6,3.0,4.0,8.0,1,7.0,5.0,5,7.0,5.0,7.0,7.0,7.0,7,4.0,7.0,4.0,5.0,8.0,8.0,8.0,8.0,5,3,6.0,8.0,3.0,8.0,8,3,7.0,4,8.0,7.0,8.0,8.0,5.0,7.0,8.0,5.0,7.0,4.0,5.0,7.0,7.0,-99.9,0.0,7.0,5.0,-99.9,-99.9,-99.9,7.0,6.0,7.0,7.0,3.0,5.0
2022-03-14,PRESION ATM.,-99.9,-99.9,757.0,654.9,-99.9,683.4,753.7,640.4,-99.9,743.5,-99.9,480.8,-99.9,-99.9,-99.9,761.6,742.8,776.2,-99.9,-99.9,-99.9,641.0,-99.9,-99.9,-99.9,-99.9,612.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-100.0,760.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-15,TSUELO,-99.9,-99.9,-99.9,21.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.2,-99.9,-99.9,23.4,-99.9,-99.9,-99.9,18.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-16,NUBOSIDAD,3.0,2.0,3.0,5.0,3,5.0,5.0,4.0,-99.9,2,5.0,3.0,6.0,0,5.0,4.0,3,4.0,3.0,4.0,5.0,2.0,5,3.0,5.0,3.0,5.0,6.0,7.0,6.0,-99.9,4,4,1.0,3.0,1.0,5.0,6,3,5.0,2,8.0,5.0,6.0,6.0,3.0,6.0,3.0,3.0,6.0,8.0,7.0,4.0,5.0,-99.9,3.0,7.0,4.0,-99.9,-99.9,-99.9,5.0,4.0,5.0,4.0,5.0,2.0
2022-03-17,TSUELO,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,23.5,-99.9,-99.9,-99.9,18.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
