FECHA,VARIABLE,CAMOTAN,CATARINA,CHAMPERICO FEGUA,COBAN,EL CAPITAN,ESQUIPULAS,FLORES AEROPUERTO,LA AURORA,LA CEIBITA,LA FRAGUA,LABOR OVALLE,LOS ALTOS,MAZATENANGO,MONTUFAR,PANZÓS PHC ALTAVERAPAZ,PUERTO BARRIOS PHC,RETALHULEU AEROPUERTO,SACAPULAS,SAN MARCOS PHC,SANTA CRUZ BALANYÁ,TODOS SANTOS,INSIVUMEH,ALAMEDA ICTA,ASUNCION MITA,CHINIQUE,EL TABLON,HUEHUETENANGO,LA UNION,LAS VEGAS PHC,NEBAJ,POPTUN,QUEZADA,SABANA GRANDE,SAN AGUSTIN ACASAGUASTLAN,SAN JERONIMO,SAN JOSE AEROPUERTO,SAN PEDRO NECTA,SANTA MARIA CAHABON,SANTIAGO ATITLAN,SUIZA CONTENTA,TECUN UMAN,CHIXOY PCH,CUBULCO,LOS ALBORES,LOS ESCLAVOS,PASABIEN,POTRERO CARRILLO,SAN MARTIN JILOTEPEQUE,AMATITLAN,ANTIGUA GUATEMALA,CONCEPCION,IXCHIGUAN,JALAPA,LA REFORMA,LAS NUBES,LO DE COY,MARISCOS,MORALES MET,NENTON,NUEVA CONCEPCION,PACHUTÉ,PLAYA GRANDE IXCAN,SAN JOSE PINULA,SAN PEDRO AYAMPUC,SANTA CRUZ DEL QUICHE,SANTA MARGARITA,TOTONICAPAN
2022-03-18,TSUELO,-99.9,-99.9,-99.9,21.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,20.2,-99.9,-99.9,23.5,-99.9,-99.9,-99.9,18.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-19,TSUELO,-99.9,-99.9,-99.9,21.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.2,-99.9,-99.9,24.1,-99.9,-99.9,-99.9,18.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-20,NUBOSIDAD,7.0,5.0,3.0,5.0,5,6.0,3.0,5.0,-99.9,3,6.0,4.0,5.0,1,5.0,5.0,4,5.0,8.0,7.0,4.0,4.0,7,2.0,0.0,5.0,5.0,5.0,6.0,7.0,-99.9,3,5,2.0,7.0,2.0,4.0,6,3,6.0,3,8.0,5.0,6.0,7.0,4.0,5.0,6.0,4.0,7.0,5.0,7.0,6.0,4.0,-99.9,3.0,5.0,2.0,-99.9,-99.9,-99.9,6.0,3.0,7.0,6.0,4.0,5.0
2022-03-21,PRESION ATM.,-99.9,-99.9,754.9,653.4,-99.9,681.7,750.4,638.8,-99.9,740.6,-99.9,579.1,-99.9,-99.9,-99.9,758.5,740.4,774.8,-99.9,-99.9,-99.9,639.0,-99.9,-99.9,-99.9,-99.9,611.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,758.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-22,TSUELO,-99.9,-99.9,-99.9,21.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,15.4,-99.9,-99.9,24.0,-99.9,-99.9,-99.9,18.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-23,NUBOSIDAD,4.0,4.0,3.0,2.0,5,3.0,4.0,4.0,-99.9,2,4.0,5.0,5.0,0,6.0,0.0,3,3.0,3.0,5.0,4.0,3.0,5,2.0,3.0,5.0,4.0,3.0,5.0,5.0,2.0,4,5,1.0,4.0,2.0,6.0,6,4,5.0,2,6.0,2.0,4.0,5.0,1.0,5.0,4.0,6.0,8.0,5.0,7.0,6.0,7.0,-99.9,4.0,4.0,3.0,-99.9,-99.9,-99.9,5.0,4.0,5.0,3.0,5.0,2.0
2022-03-24,PRESION ATM.,-99.9,-99.9,754.6,653.6,-99.9,681.7,751.3,638.2,-99.9,739.8,-99.9,578.8,-99.9,-99.9,-99.9,757.8,740.3,774.2,-99.9,-99.9,-99.9,638.0,-99.9,-99.9,-99.9,-99.9,611.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-100.0,757.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-25,TSUELO,-99.9,-99.9,-99.9,21.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,24.0,-99.9,-99.9,-99.9,18.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-26,NUBOSIDAD,6.0,5.0,4.0,6.0,3,7.0,5.0,2.0,-99.9,2,4.0,5.0,7.0,0,6.0,7.0,4,6.0,6.0,5.0,4.0,3.0,3,1.0,4.0,4.0,3.0,6.0,8.0,7.0,4.0,3,4,3.0,5.0,3.0,3.0,8,4,5.0,2,7.0,7.0,6.0,6.0,1.0,6.0,5.0,3.0,7.0,4.0,4.0,5.0,5.0,-99.9,1.0,6.0,8.0,-99.9,-99.9,-99.9,7.0,2.0,3.0,4.0,2.0,3.0
2022-03-27,PRESION ATM.,-99.9,-99.9,755.3,654.2,-99.9,682.7,752.8,639.1,-99.9,742.5,-99.9,579.1,-99.9,-99.9,-99.9,760.5,741.3,774.6,-99.9,-99.9,-99.9,639.0,-99.9,-99.9,-99.9,-99.9,611.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,758.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-28,TSUELO,-99.9,-99.9,-99.9,21.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,17.0,-99.9,-99.9,24.2,-99.9,-99.9,-99.9,18.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-29,NUBOSIDAD,3.0,4.0,6.0,5.0,5,6.0,5.0,5.0,-99.9,3,7.0,4.0,8.0,1,6.0,6.0,7,2.0,5.0,7.0,2.0,7.0,2,4.0,4.0,7.0,4.0,6.0,7.0,1.0,5.0,3,6,4.0,3.0,3.0,3.0,7,5,6.0,3,6.0,3.0,6.0,8.0,4.0,4.0,6.0,4.0,8.0,7.0,7.0,5.0,8.0,-99.9,3.0,7.0,5.0,-99.9,-99.9,-99.9,5.0,4.0,3.0,4.0,4.0,3.0
2022-03-30,TSUELO,-99.9,-99.9,-99.9,21.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.0,-99.9,-99.9,24.2,-99.9,-99.9,-99.9,18.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-03-31,TSUELO,-99.9,-99.9,-99.9,21.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.2,-99.9,-99.9,24.4,-99.9,-99.9,-99.9,18.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-01,TSUELO,-99.9,-99.9,-99.9,21.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,17.4,-99.9,-99.9,24.4,-99.9,-99.9,-99.9,18.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-02,NUBOSIDAD,2.0,4.0,3.0,5.0,6,6.0,1.0,7.0,-99.9,1,7.0,6.0,7.0,5,4.0,3.0,4,2.0,0.0,6.0,2.0,7.0,6,4.0,5.0,4.0,2.0,2.0,7.0,2.0,2.0,7,8,0.0,2.0,7.0,5.0,8,5,8.0,2,6.0,2.0,4.0,7.0,3.0,4.0,5.0,-99.9,7.0,8.0,3.0,3.0,8.0,-99.9,4.0,6.0,2.0,-99.9,-99.9,-99.9,6.0,7.0,5.0,3.0,5.0,2.0
2022-04-03,TSUELO,-99.9,-99.9,-99.9,21.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.2,-99.9,-99.9,24.5,-99.9,-99.9,-99.9,18.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-04,NUBOSIDAD,3.0,4.0,3.0,3.0,5,4.0,0.0,5.0,-99.9,3,7.0,6.0,6.0,5,5.0,3.0,3,3.0,0.0,3.0,2.0,4.0,2,4.0,14.0,4.0,2.0,4.0,5.0,3.0,0.0,6,3,0.0,1.0,2.0,1.0,4,4,5.0,3,6.0,0.0,3.0,5.0,1.0,4.0,2.0,-99.9,8.0,6.0,6.0,6.0,5.0,-99.9,3.0,4.0,1.0,-99.9,-99.9,-99.9,0.0,4.0,7.0,1.0,5.0,3.0
2022-04-05,NUBOSIDAD,1.0,5.0,3.0,0.0,5,2.0,1.0,5.0,-99.9,3,3.0,6.0,8.0,2,4.0,0.0,5,3.0,4.0,4.0,3.0,5.0,2,2.0,1.0,6.0,3.0,2.0,5.0,5.0,0.0,3,5,1.0,3.0,3.0,4.0,5,4,7.0,3,6.0,1.0,3.0,7.0,5.0,3.0,1.0,-99.9,7.0,7.0,7.0,4.0,8.0,-99.9,3.0,5.0,0.0,-99.9,-99.9,-99.9,3.0,4.0,4.0,5.0,5.0,3.0
2022-04-06,TSUELO,-99.9,-99.9,-99.9,21.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.2,-99.9,-99.9,24.6,-99.9,-99.9,-99.9,18.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-07,TSUELO,-99.9,-99.9,-99.9,21.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.2,-99.9,-99.9,25.4,-99.9,-99.9,-99.9,19.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-08,TSUELO,-99.9,-99.9,-99.9,21.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,18.0,-99.9,-99.9,24.8,-99.9,-99.9,-99.9,19.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-09,EVA. PICHE,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,0.0,2.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,0.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,1.3,-99.9,-99.9,-99.9,-99.9,2.1,-99.9,-99.9,-99.9,4.0,-99.9,1.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-10,PRESION ATM.,-99.9,-99.9,755.0,651.4,-99.9,682.4,751.9,639.2,-99.9,742.2,-99.9,579.3,-99.9,-99.9,-99.9,759.9,740.7,774.8,-99.9,-99.9,-99.9,639.0,-99.9,-99.9,-99.9,-99.9,612.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,758.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-11,TSUELO,-99.9,-99.9,-99.9,21.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23.0,-99.9,-99.9,25.0,-99.9,-99.9,-99.9,19.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-12,NUBOSIDAD,3.0,4.0,4.0,8.0,4,4.0,3.0,6.0,-99.9,5,5.0,7.0,8.0,5,5.0,6.0,5,5.0,3.0,6.0,2.0,5.0,4,5.0,2.0,4.0,8.0,3.0,5.0,2.0,2.0,6,7,2.0,5.0,3.0,6.0,6,5,7.0,3,6.0,3.0,4.0,7.0,5.0,6.0,1.0,-99.9,7.0,8.0,5.0,4.0,5.0,-99.9,3.0,6.0,1.0,-99.9,-99.9,-99.9,5.0,7.0,5.0,4.0,5.0,4.0
2022-04-13,TSUELO,-99.9,-99.9,-99.9,21.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.0,-99.9,-99.9,24.8,-99.9,-99.9,-99.9,19.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-14,TSUELO,-99.9,-99.9,-99.9,21.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,20.4,-99.9,-99.9,24.9,-99.9,-99.9,-99.9,19.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-15,TSUELO,-99.9,-99.9,-99.9,21.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,20.0,-99.9,-99.9,24.9,-99.9,-99.9,-99.9,19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,24.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-16,NUBOSIDAD,3.0,3.0,2.0,3.0,3,4.0,3.0,5.0,-99.9,1,3.0,2.0,6.0,3,4.0,6.0,3,1.0,5.0,7.0,1.0,5.0,7,2.0,1.0,4.0,1.0,5.0,7.0,1.0,1.0,4,5,2.0,1.0,3.0,1.0,3,3,5.0,1,6.0,2.0,2.0,5.0,2.0,4.0,2.0,-99.9,7.0,6.0,6.0,4.0,5.0,-99.9,3.0,7.0,5.0,-99.9,-99.9,-99.9,5.0,4.0,4.0,2.0,5.0,1.0
2022-04-17,DIR. VIENTO,270.0,135.0,9.0,360.0,180,45.0,315.0,45.0,-99.9,45,360.0,90.0,360.0,0,180.0,360.0,225,360.0,0.0,180.0,9.0,360.0,360,360.0,360.0,180.0,135.0,180.0,-99.9,9.0,90.0,360,180,0.0,90.0,225.0,180.0,0,180,9.0,270,90.0,270.0,9.0,360.0,90.0,45.0,-99.9,-99.9,45.0,360.0,360.0,45.0,270.0,-99.9,270.0,360.0,270.0,-99.9,-99.9,-99.9,-99.9,225.0,90.0,9.0,90.0,360.0
2022-04-18,VEL. VIENTO,11.0,5.7,3.3,7.4,8,5.3,7.0,14.8,-99.9,12.6,14.8,12.3,8.7,1.3,4.3,6.3,3.3,2.0,0.0,4.7,13.3,15.7,4.7,13.0,0.0,3.3,4.9,4.0,9.0,6.7,4.7,4,3,2.3,12.7,12.4,6.7,1.3,11,10.0,4,8.7,2.3,3.0,8.0,3.3,2.3,-99.9,-99.9,26.7,4.7,10.0,3.7,14.3,-99.9,9.0,2.3,6.7,-99.9,-99.9,-99.9,-99.9,15.3,2.3,2.0,3.7,20.0
2022-04-19,NUBOSIDAD,4.0,3.0,3.0,3.0,4,2.0,1.0,3.0,-99.9,2,3.0,3.0,5.0,4,4.0,4.0,4,2.0,3.0,3.0,1.0,2.0,3,1.0,1.0,2.0,2.0,2.0,7.0,1.0,1.0,3,5,1.0,3.0,2.0,3.0,5,3,3.0,3,6.0,2.0,4.0,5.0,2.0,4.0,-99.9,-99.9,7.0,7.0,5.0,3.0,5.0,-99.9,2.0,7.0,3.0,-99.9,-99.9,-99.9,5.0,1.0,3.0,2.0,4.0,1.0
2022-04-20,TSUELO,-99.9,-99.9,-99.9,21.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,25.1,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-21,TSUELO,-99.9,-99.9,-99.9,21.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.2,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-22,TSUELO,-99.9,-99.9,-99.9,21.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,20.2,-99.9,-99.9,25.3,-99.9,-99.9,-99.9,19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-23,VEL. VIENTO,9.0,3.7,5.3,6.0,9.3,5.3,6.7,17.3,-99.9,13.1,5.5,3.7,10.0,4,8.7,8.7,2,2.0,0.0,6.7,6.7,4.3,1.3,14.7,3.0,1.7,2.5,4.7,9.0,6.7,3.3,4.3,1.3,11.0,13.3,12.3,12.3,3.7,14,1.0,2.7,6.0,2.0,3.0,5.3,6.7,10.3,-99.9,-99.9,15.3,6.7,6.7,2.0,13.3,-99.9,11.0,2.3,4.7,-99.9,-99.9,-99.9,-99.9,9.0,1.3,2.3,5.3,4.3
2022-04-24,TSUELO,-99.9,-99.9,-99.9,22.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,17.2,-99.9,-99.9,25.1,-99.9,-99.9,-99.9,19.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,25.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-25,VEL. VIENTO,9.0,3.7,5.3,3.7,8.7,5.3,7.1,9.9,-99.9,15.6,6.2,4.9,9.3,4,4.7,12.0,3.3,2.0,0.0,0.0,4.7,9.7,2,9.3,-100.0,1.7,0.0,5.3,9.0,6.7,11.0,1,1.3,11.7,6.7,7.4,2.3,0.7,7,1.0,5.3,4.1,1.3,0.7,4.0,3.3,1.0,-99.9,-99.9,15.3,2.3,5.7,2.0,11.7,-99.9,9.0,3.0,7.0,-99.9,-99.9,-99.9,-99.9,5.3,1.7,2.5,5.7,6.7
2022-04-26,EVA. PICHE,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,1.0,1.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,2.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,3.1,-99.9,-99.9,-99.9,-99.9,3.7,-99.9,-99.9,-99.9,4.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2022-04-27,PRESION ATM.,-99.9,-99.9,754.4,653.6,-99.9,681.6,751.0,638.6,-99.9,740.1,-99.9,579.6,-99.9,-99.9,-99.9,757.9,740.6,774.5,-99.9,-99.9,-99.9,639.0,-99.9,-99.9,-99.9,-99.9,611.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,758.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
